"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"294",6,1,8,2,1,2,3,3,1,15,1,1,0,21,0,7,4,6,4,42,16,0,5,13,26,9,9,7,2,1,6,0,46,18,0,22,0,34,15,34,3,16,14,10,1,7,8,2,5,11,3,5,8,11,4,12,5,0,5,24,0,29,17,0,6,8,0,4,0,1,10,12,0,26,11,13,0,2,16,3,35,16,5,0,3,1,14,1,108,16,4,13,3,1,0,9,3,0,1,0
"295",4,3,3,7,2,2,1,5,3,14,1,0,8,19,0,2,2,5,2,43,16,1,10,11,24,6,7,8,0,0,5,0,44,22,2,25,0,32,13,36,0,30,14,3,1,5,12,0,6,11,4,1,11,18,10,11,3,0,16,25,0,23,19,2,6,9,0,4,0,1,7,13,0,30,5,8,2,6,26,6,20,10,7,0,0,0,12,3,77,19,3,18,12,3,0,17,2,3,3,1
"296",9,1,1,1,0,4,0,4,1,30,0,0,6,16,0,5,11,8,3,33,69,0,8,5,43,5,5,4,1,0,8,0,28,27,3,18,0,29,18,28,0,22,8,12,1,1,9,0,5,11,3,2,10,14,8,23,2,0,13,33,0,31,4,0,12,12,0,12,0,0,6,11,0,23,9,10,1,2,14,3,22,13,4,0,1,0,12,1,122,25,6,20,28,5,1,6,0,4,5,0
"297",5,3,8,3,1,0,1,2,1,19,1,0,8,21,0,13,12,2,3,45,53,0,9,11,26,7,5,7,1,1,6,0,28,15,3,25,0,27,17,35,1,17,3,12,1,3,18,1,8,23,4,1,2,15,4,5,3,0,20,27,0,36,2,0,15,10,1,10,0,1,5,14,1,24,10,13,0,5,19,3,21,10,4,0,4,0,16,4,109,14,7,17,12,1,0,4,0,2,0,0
"298",7,4,3,2,0,1,3,2,2,31,2,0,7,18,0,3,13,3,2,40,49,2,10,9,35,8,10,21,0,0,8,0,26,23,2,21,0,25,14,33,1,13,25,9,0,3,13,0,5,19,4,1,1,8,7,10,5,1,14,23,0,44,18,0,11,11,0,9,0,1,5,15,2,26,5,16,1,7,16,2,30,14,9,1,1,0,7,4,86,25,3,15,10,1,0,17,0,3,3,1
"299",10,1,5,4,0,2,2,8,1,18,3,0,13,21,0,8,4,5,0,49,48,1,10,3,20,6,12,6,3,0,6,0,36,18,3,23,0,32,14,39,8,13,25,5,3,6,10,0,3,20,4,0,7,9,11,9,4,0,11,13,0,47,12,0,11,11,0,2,0,0,4,14,1,28,4,14,0,2,14,8,23,14,9,0,3,0,8,0,83,17,3,6,15,3,3,11,0,3,2,2
"300",2,1,5,1,0,3,2,5,0,24,3,3,10,26,0,2,12,3,2,33,50,0,15,8,22,3,11,11,0,0,7,0,31,24,1,24,0,28,13,28,2,6,15,3,2,5,13,0,3,11,4,1,7,13,9,14,1,1,12,17,0,33,13,1,11,13,0,10,0,1,4,16,0,21,3,10,1,5,9,9,23,11,4,0,7,0,10,1,99,15,5,18,12,5,0,4,0,1,3,1
"301",7,2,1,0,3,0,12,7,1,29,1,0,10,20,0,1,7,6,4,43,35,3,16,4,10,4,5,8,0,1,8,0,44,18,1,21,0,34,19,29,2,12,11,3,1,5,13,0,3,13,1,0,2,12,7,8,5,0,17,11,0,24,16,3,10,9,0,4,0,1,7,8,2,25,6,8,1,8,16,7,25,14,6,0,6,0,8,2,86,15,2,20,15,2,0,14,1,2,3,0
"302",5,1,3,1,2,2,6,5,2,39,1,0,12,17,0,4,6,5,4,35,91,0,11,3,12,2,5,13,0,3,4,0,38,21,0,20,0,24,16,30,1,14,8,3,1,7,17,2,5,16,3,3,0,12,7,11,7,0,9,26,0,39,18,2,6,12,0,6,3,1,4,9,1,19,9,12,8,14,13,0,31,9,9,0,5,0,11,1,80,14,3,17,22,1,0,7,0,5,2,4
"303",8,3,0,4,1,1,5,3,2,22,0,0,4,18,0,2,9,8,5,37,43,1,12,11,8,6,8,7,0,0,8,1,38,9,0,22,0,21,15,14,2,24,2,4,0,7,18,0,7,13,2,1,10,11,8,5,2,0,8,16,1,38,23,0,7,14,0,6,8,4,5,11,1,20,1,20,2,9,17,8,30,15,4,0,3,18,4,3,82,19,0,22,14,0,0,12,0,1,4,2
"304",4,0,4,2,1,0,6,4,3,21,1,0,4,21,0,2,9,5,1,42,38,2,14,2,22,11,5,1,1,0,6,0,42,15,0,17,0,24,5,27,0,20,20,4,1,7,12,0,4,21,5,2,18,5,11,12,0,0,8,17,0,31,33,0,16,17,0,3,6,3,5,11,3,23,6,15,2,5,8,3,15,12,8,0,3,20,6,1,59,19,3,18,8,1,0,15,0,2,3,1
"305",11,1,4,0,2,3,2,5,1,28,1,1,3,27,0,4,10,9,3,37,54,1,12,5,19,6,6,2,3,1,6,0,34,21,0,24,0,29,10,23,1,28,15,5,2,5,10,0,3,12,4,1,12,2,4,10,0,0,2,22,0,28,17,0,11,16,0,12,6,2,8,8,0,17,2,11,5,3,22,2,21,11,7,0,5,9,11,1,68,13,3,13,8,3,0,12,0,2,3,0
"306",5,2,3,2,2,0,2,1,4,20,1,2,0,19,0,2,11,9,0,39,89,3,14,11,20,12,8,4,1,2,11,0,41,26,0,24,0,24,12,21,3,26,23,9,1,7,5,0,4,15,6,4,4,12,13,13,1,0,0,14,0,19,21,0,9,11,4,7,2,1,4,11,2,27,2,17,1,2,10,8,21,8,4,0,1,0,11,2,97,18,2,10,13,1,1,3,0,2,0,2
"307",7,0,4,0,1,6,4,2,5,19,3,0,2,22,0,5,14,6,1,48,92,2,8,12,47,6,3,6,3,2,12,0,31,19,0,20,0,32,14,12,1,15,10,3,0,2,12,0,0,19,7,1,10,7,9,14,3,0,5,25,0,33,14,0,11,7,1,7,1,2,5,12,0,20,2,17,4,4,11,3,24,12,4,0,5,1,5,0,86,15,2,16,19,0,0,24,0,3,2,2
"308",6,0,5,5,1,5,3,7,2,30,3,2,0,24,0,1,12,5,3,33,62,2,20,13,48,2,8,12,4,1,6,0,46,18,2,27,1,28,10,12,6,18,8,6,0,6,15,0,6,15,7,1,7,10,4,20,2,1,6,27,0,31,30,0,15,20,0,6,1,2,8,9,1,19,7,17,1,6,12,1,23,11,6,0,7,12,6,1,73,13,2,12,12,1,0,21,0,5,1,1
"309",8,0,2,3,2,2,1,5,0,30,1,2,0,19,0,9,12,7,1,46,42,2,15,9,30,2,3,7,3,0,5,0,37,23,2,27,0,28,14,20,3,21,17,1,0,5,13,0,4,12,6,3,13,8,10,9,0,0,10,16,0,30,26,0,20,14,1,4,0,2,6,12,1,21,3,9,7,4,14,6,22,10,3,1,3,15,4,1,147,16,1,13,7,0,0,13,0,2,1,3
"310",6,3,0,4,0,2,0,3,2,18,1,0,0,26,0,10,6,14,1,42,58,4,17,15,11,7,6,11,2,1,7,0,39,18,3,31,0,28,14,24,4,24,13,2,1,13,15,0,2,18,5,0,6,17,10,16,1,0,14,17,0,33,11,1,28,20,0,6,1,1,7,14,0,25,9,15,5,4,19,8,20,5,4,0,5,19,17,3,125,12,2,20,5,0,1,9,0,1,2,0
"311",6,0,3,0,1,0,0,3,1,23,0,0,0,23,0,4,15,5,2,35,60,2,16,8,8,3,7,7,0,3,1,0,27,21,1,29,0,27,12,27,4,17,3,5,1,8,19,1,3,10,4,0,2,15,8,10,2,0,21,19,0,36,20,0,11,12,0,2,2,2,6,13,0,24,4,19,7,0,14,8,19,12,6,0,3,18,8,0,47,15,6,17,22,1,0,8,0,2,3,0
"312",7,0,5,0,3,1,3,2,2,22,1,0,3,24,0,9,15,4,2,51,28,1,8,5,6,2,7,4,0,3,7,1,47,17,0,23,0,28,18,20,4,12,4,3,0,8,10,0,0,14,4,0,7,10,2,13,3,0,12,20,0,34,14,0,12,7,1,1,2,0,6,17,0,20,5,16,4,0,16,7,19,10,3,0,7,18,10,0,99,20,3,11,6,1,0,8,0,3,2,1
"313",5,1,6,2,3,10,0,1,2,23,3,0,4,18,0,1,13,9,1,43,16,4,10,9,10,6,4,2,0,0,7,0,31,20,1,25,0,26,15,26,3,26,22,6,0,6,11,0,1,7,4,1,19,18,5,11,5,0,10,20,0,34,23,1,14,13,0,2,5,2,7,14,0,26,2,21,0,1,9,5,21,12,6,1,2,18,9,0,124,18,1,14,2,0,0,5,0,2,3,0
"314",4,0,0,7,2,11,1,2,1,9,3,1,6,26,0,1,9,10,5,43,34,3,8,17,11,3,6,1,0,1,10,1,36,22,2,24,0,26,12,36,5,28,15,2,0,8,12,0,4,12,8,3,14,13,8,9,1,0,14,11,0,28,9,0,6,4,1,5,4,2,4,19,0,26,1,16,0,8,11,6,21,12,1,0,7,21,6,3,129,22,1,19,1,0,0,3,0,2,1,2
"315",7,0,3,2,3,5,4,3,1,22,2,0,6,17,0,2,9,8,2,40,62,1,9,18,13,3,3,1,0,0,8,0,38,17,2,19,0,30,19,28,1,20,10,5,0,7,11,0,7,15,0,0,3,14,4,17,0,0,8,21,0,37,18,0,21,12,0,8,2,1,9,14,0,26,2,12,2,4,24,8,25,13,5,0,5,20,12,5,132,21,3,15,1,0,0,0,0,1,1,2
"316",12,1,1,1,2,0,2,5,1,24,2,2,2,22,0,4,15,7,1,38,51,2,19,24,15,6,10,5,0,0,12,0,34,19,2,26,0,34,11,19,2,27,22,1,0,2,9,0,5,16,3,1,8,15,7,16,3,0,4,18,0,31,23,0,13,11,0,9,0,3,8,13,2,21,0,6,4,8,16,3,28,19,1,0,8,15,11,4,81,21,2,14,10,0,0,12,0,2,0,1
"317",7,0,3,7,3,0,2,5,1,22,2,1,15,26,0,8,6,8,3,35,46,2,12,12,14,6,8,3,0,0,6,0,33,21,1,17,0,30,15,28,4,23,7,8,0,11,19,0,5,9,2,1,15,15,8,15,2,0,14,22,0,40,23,0,7,7,0,8,0,1,3,12,0,23,1,9,0,5,12,4,21,20,2,0,1,14,7,6,112,20,1,13,31,1,0,7,0,0,1,0
"318",9,0,0,1,3,1,1,0,1,20,2,2,4,18,0,5,13,8,2,35,59,2,10,9,23,11,5,1,4,0,10,0,34,19,2,22,0,38,12,24,3,23,14,6,0,5,12,0,5,16,2,3,3,15,2,19,3,0,6,32,0,20,23,0,12,9,0,8,0,3,3,16,1,22,2,7,1,5,13,6,22,15,6,0,2,26,9,8,117,15,2,19,16,2,0,7,0,5,3,3
"319",4,3,7,1,1,1,0,4,5,21,1,2,7,18,0,3,14,5,3,42,34,1,12,10,16,7,12,6,3,0,10,0,31,15,3,18,0,35,14,29,6,17,18,10,0,7,7,0,1,15,3,3,2,24,5,16,3,0,7,21,0,27,17,0,13,5,0,10,0,2,5,8,3,22,2,9,0,7,17,7,25,15,9,0,9,17,7,4,142,26,0,12,17,0,0,1,0,5,1,1
"320",8,0,5,0,1,3,0,1,3,31,0,0,15,14,0,1,8,6,2,35,12,2,9,2,6,4,8,3,2,2,5,0,32,15,1,21,0,20,16,19,2,11,5,5,2,5,11,0,5,10,4,2,1,10,9,9,2,1,9,14,0,23,16,1,11,15,0,8,0,4,4,9,1,24,6,6,0,4,5,6,29,13,8,0,3,9,16,4,115,18,0,18,8,1,1,3,0,4,1,1
"321",4,0,2,2,0,2,3,2,5,23,0,1,15,26,0,2,13,8,3,40,5,1,13,4,22,1,6,7,1,0,12,1,29,30,1,28,0,20,16,20,9,17,24,4,3,11,16,0,3,11,4,0,12,8,10,13,2,2,7,14,0,24,16,4,9,14,0,1,0,1,4,21,0,25,4,18,2,1,14,3,30,19,9,0,7,4,13,0,126,15,2,18,18,0,2,2,0,1,3,1
"322",7,3,1,4,1,1,3,1,1,25,4,0,10,23,0,1,10,9,1,40,6,0,11,12,13,7,13,6,4,2,7,0,31,22,0,20,0,30,20,14,9,19,10,6,0,9,10,0,5,13,6,5,15,8,7,18,2,0,10,13,0,27,22,0,11,6,0,3,0,0,8,21,0,21,6,12,0,1,5,3,30,14,4,0,7,0,6,1,127,11,3,12,26,0,1,5,0,0,1,2
"323",3,3,6,3,1,3,1,2,2,26,0,0,3,14,0,2,11,7,2,41,43,0,15,4,27,7,12,4,3,0,7,0,38,24,0,24,0,29,11,13,3,16,6,5,0,13,9,0,6,12,4,2,11,10,8,20,2,0,8,17,0,10,29,2,15,9,0,0,0,1,7,16,1,22,7,10,0,1,8,7,25,20,3,0,4,0,15,1,137,21,2,20,38,2,0,2,0,0,1,1
"324",5,0,5,2,1,7,1,1,3,22,1,0,21,15,0,0,4,10,2,35,38,1,18,10,13,10,8,5,2,1,3,0,37,29,0,13,0,21,16,13,10,22,11,8,1,13,15,1,9,11,2,3,14,15,7,17,0,0,3,17,0,24,14,3,13,10,0,6,0,3,5,10,1,19,0,8,0,0,9,5,18,13,1,0,1,0,11,4,108,31,2,22,14,2,0,1,0,0,1,0
"325",7,0,4,3,1,4,1,1,1,17,0,0,10,17,12,4,12,11,2,38,11,1,15,6,11,6,7,3,0,2,6,0,39,18,2,28,0,32,17,19,14,10,5,10,2,10,11,0,3,10,6,3,20,10,9,21,2,0,8,12,0,22,10,1,17,13,0,4,3,2,5,9,0,20,0,15,4,3,7,5,23,5,7,0,3,0,7,4,68,21,2,14,21,0,1,0,0,2,3,0
"326",5,0,3,5,4,6,1,0,0,15,0,2,7,19,5,6,13,7,1,38,38,1,9,7,16,7,8,3,2,1,7,0,30,18,1,26,0,33,11,11,16,18,2,7,1,11,14,0,1,13,4,1,8,8,6,22,3,0,9,12,0,29,11,0,10,16,0,6,3,2,12,6,1,22,10,18,1,2,7,6,23,11,3,0,7,0,4,1,52,26,1,12,18,1,0,1,0,2,2,3
"327",6,0,3,4,0,2,1,4,1,23,3,0,9,27,1,3,12,10,0,48,93,1,13,6,8,7,9,1,3,3,10,0,31,28,1,23,0,18,16,18,7,9,1,8,0,5,15,0,4,14,4,0,3,9,10,18,2,0,2,17,0,19,9,0,21,21,0,4,1,1,3,11,1,22,5,8,1,6,23,4,24,15,6,0,3,0,8,0,21,19,5,10,8,1,0,5,0,1,3,2
"328",13,0,8,2,1,3,5,0,1,24,0,0,10,16,0,0,11,9,1,36,33,2,13,9,4,6,7,4,0,2,14,0,48,33,2,17,0,30,12,20,15,30,4,11,0,7,9,0,3,17,3,0,8,10,10,11,2,0,9,19,0,30,15,1,14,15,0,4,0,3,4,9,0,21,10,12,1,3,16,5,27,18,4,0,3,0,4,0,45,19,2,19,16,2,0,4,0,3,3,3
"329",5,0,9,2,2,1,5,2,1,30,1,1,6,26,0,1,12,11,2,41,62,0,11,8,4,10,8,5,0,1,10,0,33,9,1,26,0,24,10,25,7,14,4,6,1,6,9,1,9,18,1,6,11,8,5,15,1,0,6,27,0,32,9,4,11,15,0,3,1,6,0,11,0,20,9,16,2,2,10,8,26,13,4,0,4,0,5,0,30,25,4,14,29,3,0,5,0,0,1,0
"330",3,0,3,3,1,7,4,4,6,19,0,0,28,24,0,7,10,5,1,40,35,0,18,13,1,5,7,3,0,1,3,0,36,18,0,17,0,23,19,26,7,28,8,8,1,11,13,0,5,13,5,2,8,8,7,20,2,0,8,23,0,16,8,0,12,16,0,3,0,3,7,20,1,26,6,14,0,3,16,3,20,13,5,0,2,0,9,0,68,13,7,17,4,2,1,0,0,4,2,3
"331",10,3,3,0,1,9,3,1,3,20,3,0,14,22,0,1,10,8,2,34,34,0,12,6,10,5,2,4,0,0,5,0,38,30,1,22,0,28,14,24,3,20,9,5,1,16,10,0,3,19,4,1,13,7,7,24,3,0,6,20,0,25,8,0,18,11,0,2,0,1,13,10,1,22,4,12,0,1,8,2,20,15,4,0,3,0,9,0,48,11,6,21,2,0,0,3,0,1,0,1
"332",7,1,7,3,3,7,2,3,5,24,1,1,3,17,0,9,11,15,0,37,18,1,11,5,10,3,14,3,0,0,7,0,27,24,0,21,0,29,18,38,4,24,4,6,1,8,16,0,6,10,1,0,13,11,8,15,3,0,8,15,0,17,16,1,16,14,0,6,0,0,6,8,3,17,3,15,0,4,14,2,32,6,3,0,3,0,2,1,117,18,4,11,37,2,0,1,0,0,2,1
"333",11,4,5,2,3,2,0,3,2,22,0,0,18,15,0,7,15,14,0,28,53,0,17,7,19,7,11,0,0,1,6,0,36,25,1,25,0,28,7,31,4,20,16,3,2,7,4,0,4,15,4,1,12,5,6,15,0,0,6,13,0,17,17,0,29,6,0,5,0,0,4,8,2,24,1,11,3,4,8,6,23,6,2,0,3,0,5,1,57,22,3,16,37,2,1,4,0,6,0,0
"334",4,4,4,3,0,5,2,6,0,29,0,1,16,30,0,8,5,11,0,33,38,1,19,20,16,1,11,3,0,2,7,0,26,25,0,21,0,30,16,27,3,22,18,4,2,10,7,0,5,17,2,0,15,10,9,23,1,0,3,12,0,24,15,6,16,10,0,5,0,4,8,10,2,19,2,15,2,1,8,6,25,9,3,0,7,0,9,0,72,16,4,18,17,3,1,0,1,4,2,0
"335",6,1,2,2,3,3,2,3,2,13,0,0,13,25,0,6,10,9,1,30,19,4,18,12,6,7,11,1,0,1,9,0,29,22,0,31,0,17,10,25,0,20,19,4,2,5,5,0,11,22,2,2,19,8,11,29,0,0,5,17,0,27,12,1,18,5,0,2,7,2,5,8,1,26,9,12,0,0,16,2,17,10,5,0,3,0,12,1,124,19,1,15,16,2,0,7,1,2,1,3
"336",11,4,3,2,3,2,5,0,1,10,1,0,27,24,0,2,8,6,3,40,15,3,16,8,9,3,6,0,0,3,9,1,32,20,1,20,0,31,16,25,9,17,15,11,1,10,13,0,7,19,3,1,21,7,9,15,1,0,2,19,0,30,26,1,24,0,0,10,2,0,7,13,4,22,6,8,1,2,10,0,25,11,7,1,4,0,5,2,102,19,2,12,24,0,1,0,0,1,2,2
"337",7,1,4,2,1,5,3,5,0,17,1,2,22,22,12,10,7,3,3,41,6,3,19,7,3,6,14,1,0,2,12,1,31,27,1,15,0,27,21,27,3,19,27,8,0,12,15,0,8,18,4,0,11,12,4,14,1,0,10,23,0,31,18,0,17,9,0,7,3,2,5,6,1,14,5,11,1,0,13,6,25,11,6,0,3,0,10,1,75,23,4,13,37,1,2,3,0,1,2,2
"338",2,1,2,2,0,6,3,0,0,20,2,1,23,27,15,8,9,6,2,44,31,0,22,5,3,4,5,1,8,0,8,0,42,17,2,20,0,27,11,23,6,21,11,12,2,9,14,0,8,15,2,1,9,12,12,13,1,0,12,17,0,37,17,0,12,17,1,9,5,2,3,5,0,27,6,5,0,0,31,4,31,14,7,0,2,17,3,0,113,23,2,13,25,1,0,3,0,4,0,4
"339",14,0,4,3,1,2,2,4,2,14,3,0,25,23,10,6,16,13,1,30,23,2,15,2,19,3,8,4,2,3,12,0,39,20,2,25,0,27,10,21,9,27,19,9,0,8,13,0,4,10,4,0,17,11,9,11,0,0,9,29,0,25,20,0,15,7,0,5,7,1,9,3,3,19,3,11,0,1,16,4,24,13,8,0,1,3,5,3,101,21,3,11,12,4,0,0,0,2,2,2
"340",6,4,2,2,2,7,0,1,0,20,1,1,14,26,1,4,7,15,2,40,56,4,18,10,32,2,8,2,2,2,7,0,42,15,1,22,0,21,12,18,3,24,21,3,1,10,11,0,5,11,5,0,16,19,2,18,3,0,8,9,0,39,5,1,19,4,0,4,8,1,3,10,1,28,3,4,0,7,29,10,30,4,7,0,4,3,7,1,108,21,6,22,10,1,1,1,0,3,1,2
"341",8,0,0,0,0,6,1,0,1,38,2,0,7,28,0,5,11,12,3,35,14,1,19,5,10,10,6,2,0,2,9,0,25,12,2,32,0,24,22,20,15,23,11,10,0,6,11,0,3,13,3,2,10,4,10,18,2,1,4,22,0,38,12,6,12,2,0,6,2,4,8,10,3,20,5,8,0,6,16,8,27,5,2,0,4,20,6,4,100,28,6,18,2,0,0,6,0,3,0,1
"342",9,0,2,1,3,7,2,3,0,32,1,0,16,18,0,5,6,9,1,40,29,3,15,6,8,5,7,1,0,0,7,0,21,19,0,23,0,23,11,29,5,22,11,16,3,9,9,0,10,18,3,2,11,8,8,20,0,0,2,11,0,45,21,3,11,4,0,6,1,2,8,10,1,26,4,11,3,9,24,3,24,11,8,0,6,8,6,5,98,20,3,18,24,1,0,10,0,1,0,0
"343",7,0,6,3,1,0,3,2,1,20,1,0,9,20,0,6,10,5,2,51,14,1,13,6,22,7,8,2,1,0,6,0,38,19,0,28,0,31,15,17,25,20,14,23,2,11,11,0,7,14,5,4,8,9,6,12,0,4,4,21,0,35,8,0,8,5,0,4,1,2,2,14,2,26,6,7,1,1,17,4,21,9,6,0,6,25,6,2,92,23,6,18,28,3,1,13,0,4,0,2
"344",4,6,1,5,2,4,1,1,1,27,0,0,21,19,0,10,8,7,1,34,17,2,17,13,29,8,8,4,0,1,12,0,28,21,1,24,0,30,13,22,11,18,13,6,1,11,7,0,6,14,3,1,18,10,3,5,0,1,3,28,0,41,26,1,6,7,0,8,5,1,4,13,4,22,4,9,1,1,19,8,24,5,3,0,9,22,14,1,75,15,6,15,20,1,0,13,0,2,1,2
"345",9,3,4,3,1,4,2,1,0,28,1,0,19,21,0,2,6,13,2,44,90,2,17,10,22,7,6,4,0,2,9,3,38,19,1,23,0,31,15,9,19,35,5,7,4,7,12,0,7,13,2,4,13,12,6,12,1,1,2,14,0,26,25,1,9,8,0,7,6,1,5,5,2,21,4,6,1,0,17,4,27,10,6,0,6,14,4,6,83,16,2,11,26,1,0,22,0,8,0,3
"346",13,3,9,3,1,6,0,2,1,33,1,2,9,22,0,9,4,5,3,45,65,2,9,3,14,5,10,11,0,0,7,1,36,16,1,23,0,33,12,17,11,30,7,7,1,13,12,0,6,19,3,2,18,10,7,16,0,0,0,19,0,47,16,0,9,4,0,5,4,4,9,11,0,32,3,5,0,0,8,9,25,6,7,1,3,3,7,7,71,23,3,10,14,0,0,40,0,3,0,1
"347",5,2,1,2,1,3,5,0,0,28,2,1,5,14,0,8,7,5,0,42,22,3,14,12,38,5,5,10,1,1,13,0,40,16,0,23,0,26,15,28,8,33,5,6,4,13,13,1,4,16,5,3,8,8,7,13,1,0,3,28,0,48,9,0,5,16,0,5,0,3,4,13,0,22,4,8,2,0,18,5,25,14,5,1,4,1,9,0,86,15,5,7,22,0,2,38,1,1,0,1
"348",10,0,1,1,0,1,5,4,0,29,1,0,6,26,0,12,7,9,2,48,74,1,12,14,25,3,5,4,3,2,8,0,44,18,0,12,0,29,16,22,29,31,15,4,2,12,10,0,1,17,3,3,13,9,5,17,2,0,1,31,0,40,19,0,6,6,0,3,1,1,3,13,2,17,1,12,0,2,13,6,31,15,0,0,3,0,8,4,42,25,4,15,7,2,0,19,0,0,1,0
"349",8,2,0,2,1,0,4,1,0,34,1,1,15,22,0,7,5,10,1,41,30,2,21,20,14,4,12,11,2,2,7,0,40,14,0,19,0,28,19,20,22,29,16,5,1,7,19,1,3,20,1,5,16,15,12,18,1,0,0,28,0,52,15,0,7,4,0,1,0,4,1,7,0,27,0,6,0,1,24,11,25,13,6,0,1,0,11,1,36,27,5,14,1,2,0,3,0,0,0,3
"350",6,1,2,2,1,4,4,6,1,29,2,0,13,15,0,5,6,15,2,40,32,0,13,6,15,2,6,10,2,1,10,0,44,14,0,26,0,35,14,24,24,24,21,12,1,4,14,0,2,14,3,3,18,13,8,17,5,0,2,28,0,60,20,0,7,4,0,0,4,5,6,11,1,23,1,1,0,1,19,5,32,17,5,0,1,0,11,3,32,24,1,12,1,0,0,8,0,4,1,0
"351",11,0,7,1,1,6,2,2,3,36,0,1,8,21,0,2,15,10,3,41,28,2,13,10,9,3,4,3,2,1,14,0,34,14,0,28,0,27,10,19,21,26,14,19,0,12,14,0,5,14,7,2,10,15,10,8,1,0,4,18,0,42,27,0,13,16,0,4,4,3,1,1,3,27,4,6,0,6,20,11,22,14,1,0,3,0,11,1,72,17,6,11,2,3,0,7,0,6,1,0
"352",7,0,7,2,1,6,2,2,1,29,0,1,7,17,0,2,9,6,0,47,26,1,12,10,14,3,7,5,0,0,8,0,28,23,0,27,1,22,7,23,15,35,38,15,2,10,9,0,1,12,6,2,8,9,15,18,0,0,4,9,0,51,36,1,9,13,0,1,7,5,2,4,0,16,2,2,0,1,31,6,27,20,4,0,1,0,4,1,71,25,5,15,17,0,0,7,0,2,1,3
"353",11,0,9,3,2,6,6,3,0,22,0,0,16,22,0,2,1,5,3,50,14,1,14,6,8,5,10,4,1,1,5,0,37,16,0,19,1,36,11,22,16,25,12,6,1,9,9,0,4,15,3,1,1,17,9,9,1,3,13,14,0,57,28,2,9,13,0,2,6,4,1,11,3,19,3,7,0,3,25,5,21,18,6,0,5,0,8,3,76,26,1,17,29,2,0,10,0,2,1,1
"354",8,2,3,2,3,3,2,1,0,31,1,0,27,20,0,1,4,6,4,52,13,5,16,5,4,3,6,4,0,3,4,0,33,19,0,27,0,19,15,19,7,32,12,3,0,2,12,0,6,10,5,1,0,14,10,7,3,0,6,25,0,54,30,6,6,10,0,2,12,2,1,15,4,22,3,5,0,3,21,4,29,10,6,0,2,0,4,3,31,19,1,15,13,1,4,3,0,1,2,1
"355",12,0,6,1,0,1,3,2,1,31,1,0,20,25,0,5,8,7,2,48,4,1,15,11,21,3,7,4,0,2,8,0,25,18,0,35,0,32,14,14,4,24,15,7,0,12,9,0,6,15,1,3,10,6,9,7,2,7,5,25,0,49,16,1,15,3,0,3,11,1,4,9,1,20,2,6,3,1,14,7,13,5,7,1,5,0,6,6,39,17,1,10,10,1,3,2,1,0,1,1
"356",8,2,7,0,5,7,2,3,1,39,1,1,18,17,0,10,12,6,0,42,2,3,18,12,23,1,9,3,0,3,3,0,38,15,1,17,0,29,14,19,0,33,21,9,3,9,11,0,3,14,1,5,11,15,7,17,2,0,11,19,0,47,14,2,10,9,0,7,9,0,2,9,0,23,4,7,3,1,11,3,19,12,4,0,4,0,5,3,58,23,5,11,13,1,1,9,0,3,1,2
"357",5,1,2,1,5,0,1,1,2,39,3,0,21,22,0,7,5,7,2,33,45,0,14,13,25,2,10,0,0,3,6,0,43,18,0,19,0,27,14,24,10,34,8,13,3,9,10,0,2,14,2,1,11,8,3,17,2,0,6,18,0,53,5,1,10,8,0,1,8,1,3,16,0,24,3,4,2,0,10,5,20,12,2,0,2,0,4,3,65,25,5,13,21,0,0,18,0,0,1,1
"358",4,0,4,2,2,5,2,4,6,22,3,0,22,16,0,22,11,10,2,46,12,3,17,6,34,2,8,6,0,0,11,1,30,19,0,20,0,29,20,40,17,22,6,3,2,9,7,0,2,12,2,3,5,6,6,18,1,0,1,28,0,59,11,2,7,3,1,3,16,1,4,7,1,26,10,3,1,0,14,3,24,14,1,0,1,0,4,0,47,15,6,11,36,0,0,11,0,5,1,1
"359",6,0,0,2,1,4,0,4,2,12,0,0,21,21,0,13,10,10,3,51,38,2,19,14,18,4,3,4,0,1,8,1,44,17,0,24,0,23,13,17,22,28,13,1,0,9,9,0,1,12,3,0,6,11,10,9,0,2,1,15,0,54,15,1,7,20,0,4,6,2,5,5,1,26,8,6,1,0,10,4,19,13,4,0,3,0,8,0,52,23,4,11,14,0,1,4,0,1,1,2
"360",4,0,5,1,6,2,0,8,0,26,0,0,15,18,0,0,6,12,1,47,6,3,13,10,16,1,14,17,0,1,9,0,29,31,1,31,0,19,19,24,17,29,11,7,3,16,8,0,2,15,3,3,14,5,9,16,0,0,1,13,0,53,3,0,7,7,0,4,1,1,4,11,0,20,2,4,0,1,10,5,23,11,6,1,3,17,3,0,38,21,0,13,25,1,1,13,0,0,0,2
